"SEQUENCED, STRENGTH-TWO ORTHOGONAL ARRAY",,,,,,,,,,,
Number variables,11,,,,,,,,,,
"Total points in design, Points printed to sheet",1024,1024,,,,,,,,,
"Max Correlation, Uniformity Index (NA if not computed)",0.0000,1.0000,,,,,,,,,
,,,,,,,,,,,
ASSUMPTIONS,,,,,,,,,,,
Variable name,SMA1_Period,SMA2_Period,RSI_Period,BuyFactor,SellFactor,SMA1buyCoef,SMA2buyCoef,RSIbuyCoef,SMA1sellCoef,SMA2sellCoef,RSIsellCoef
395,155.0645161,122.9677419,97.29032258,-35.48387097,93.5483871,225.8064516,-548.3870968,32.25806452,870.9677419,225.8064516,-870.9677419
396,174.3225806,103.7096774,142.2258065,29.03225806,-16.12903226,-870.9677419,741.9354839,-32.25806452,-1000,870.9677419,225.8064516
397,122.9677419,20.25806452,1,-41.93548387,67.74193548,-483.8709677,-96.77419355,-161.2903226,290.3225806,-741.9354839,-419.3548387
398,155.0645161,90.87096774,84.4516129,-16.12903226,-29.03225806,32.25806452,-806.4516129,-870.9677419,1000,-354.8387097,225.8064516
399,52.35483871,174.3225806,103.7096774,16.12903226,-100,-290.3225806,-96.77419355,-935.483871,-612.9032258,-96.77419355,612.9032258
400,110.1290323,135.8064516,161.483871,29.03225806,-61.29032258,-1000,-806.4516129,419.3548387,-225.8064516,419.3548387,1000
401,103.7096774,13.83870968,200,-16.12903226,-3.225806452,870.9677419,-1000,741.9354839,483.8709677,-161.2903226,-96.77419355
402,7.419354839,110.1290323,167.9032258,-93.5483871,-100,290.3225806,1000,-548.3870968,-483.8709677,870.9677419,419.3548387
403,78.03225806,122.9677419,84.4516129,9.677419355,-80.64516129,-548.3870968,-1000,161.2903226,-225.8064516,935.483871,96.77419355
404,84.4516129,193.5806452,39.51612903,-100,-54.83870968,1000,-225.8064516,-96.77419355,806.4516129,-96.77419355,-548.3870968
405,161.483871,155.0645161,200,100,54.83870968,-483.8709677,483.8709677,-354.8387097,-612.9032258,806.4516129,161.2903226
406,135.8064516,129.3870968,71.61290323,-35.48387097,-67.74193548,-354.8387097,-225.8064516,-741.9354839,677.4193548,870.9677419,290.3225806
407,45.93548387,58.77419355,13.83870968,-54.83870968,3.225806452,806.4516129,354.8387097,32.25806452,354.8387097,-935.483871,419.3548387
408,129.3870968,20.25806452,45.93548387,93.5483871,-16.12903226,-548.3870968,-483.8709677,290.3225806,96.77419355,161.2903226,-225.8064516
409,20.25806452,110.1290323,200,-80.64516129,80.64516129,419.3548387,806.4516129,-161.2903226,-741.9354839,225.8064516,-806.4516129
410,20.25806452,1,129.3870968,67.74193548,29.03225806,806.4516129,-806.4516129,741.9354839,870.9677419,483.8709677,-1000
411,193.5806452,97.29032258,116.5483871,-3.225806452,93.5483871,-741.9354839,-290.3225806,161.2903226,290.3225806,-1000,-548.3870968
412,33.09677419,58.77419355,84.4516129,93.5483871,54.83870968,548.3870968,677.4193548,870.9677419,612.9032258,-548.3870968,935.483871
413,129.3870968,33.09677419,52.35483871,-29.03225806,22.58064516,-32.25806452,290.3225806,-612.9032258,-741.9354839,-96.77419355,483.8709677
414,161.483871,135.8064516,187.1612903,-29.03225806,-87.09677419,-161.2903226,-548.3870968,612.9032258,741.9354839,-225.8064516,-612.9032258
415,148.6451613,161.483871,135.8064516,-100,3.225806452,741.9354839,677.4193548,161.2903226,1000,677.4193548,-419.3548387
416,200,26.67741935,39.51612903,74.19354839,93.5483871,-225.8064516,935.483871,870.9677419,419.3548387,-806.4516129,741.9354839
417,116.5483871,155.0645161,26.67741935,-48.38709677,-87.09677419,-612.9032258,161.2903226,-419.3548387,-32.25806452,-1000,32.25806452
418,20.25806452,45.93548387,1,29.03225806,16.12903226,-161.2903226,32.25806452,1000,354.8387097,32.25806452,354.8387097
419,45.93548387,135.8064516,200,-74.19354839,41.93548387,-32.25806452,1000,935.483871,935.483871,935.483871,-290.3225806
420,200,97.29032258,103.7096774,-67.74193548,9.677419355,354.8387097,-161.2903226,483.8709677,1000,290.3225806,-1000
421,129.3870968,180.7419355,116.5483871,-80.64516129,74.19354839,-290.3225806,612.9032258,419.3548387,32.25806452,483.8709677,354.8387097
422,167.9032258,58.77419355,174.3225806,48.38709677,61.29032258,-935.483871,806.4516129,-483.8709677,870.9677419,548.3870968,-32.25806452
423,84.4516129,97.29032258,97.29032258,-22.58064516,67.74193548,870.9677419,-741.9354839,-806.4516129,-290.3225806,870.9677419,-354.8387097
424,78.03225806,167.9032258,1,-67.74193548,-22.58064516,548.3870968,870.9677419,354.8387097,483.8709677,-677.4193548,1000
425,1,45.93548387,167.9032258,9.677419355,-87.09677419,161.2903226,-483.8709677,741.9354839,-1000,548.3870968,935.483871
426,187.1612903,39.51612903,26.67741935,41.93548387,-41.93548387,1000,354.8387097,-1000,161.2903226,161.2903226,161.2903226
427,116.5483871,58.77419355,90.87096774,-16.12903226,100,-806.4516129,-483.8709677,161.2903226,-354.8387097,-290.3225806,-1000
428,97.29032258,84.4516129,135.8064516,-80.64516129,9.677419355,225.8064516,483.8709677,225.8064516,741.9354839,-548.3870968,-483.8709677
429,65.19354839,71.61290323,7.419354839,-93.5483871,-9.677419355,-1000,-935.483871,483.8709677,-870.9677419,677.4193548,741.9354839
430,52.35483871,129.3870968,20.25806452,-29.03225806,-3.225806452,-677.4193548,-806.4516129,-96.77419355,-96.77419355,290.3225806,-483.8709677
431,13.83870968,52.35483871,142.2258065,54.83870968,-61.29032258,548.3870968,161.2903226,-161.2903226,225.8064516,935.483871,-96.77419355
432,58.77419355,135.8064516,52.35483871,-67.74193548,-74.19354839,677.4193548,677.4193548,806.4516129,290.3225806,-161.2903226,-806.4516129
433,187.1612903,110.1290323,122.9677419,87.09677419,87.09677419,-161.2903226,-32.25806452,935.483871,-1000,-741.9354839,-1000
434,20.25806452,129.3870968,90.87096774,-41.93548387,-93.5483871,161.2903226,354.8387097,-548.3870968,-806.4516129,-806.4516129,-225.8064516
435,84.4516129,161.483871,78.03225806,54.83870968,22.58064516,-612.9032258,-870.9677419,935.483871,96.77419355,-225.8064516,-677.4193548
436,148.6451613,97.29032258,187.1612903,-48.38709677,-61.29032258,-483.8709677,870.9677419,290.3225806,-419.3548387,483.8709677,-806.4516129
437,135.8064516,97.29032258,167.9032258,16.12903226,41.93548387,-806.4516129,354.8387097,548.3870968,741.9354839,32.25806452,741.9354839
438,65.19354839,1,187.1612903,-100,-93.5483871,-32.25806452,32.25806452,32.25806452,548.3870968,-548.3870968,612.9032258
439,103.7096774,187.1612903,39.51612903,100,29.03225806,419.3548387,-612.9032258,935.483871,-419.3548387,-935.483871,-483.8709677
440,161.483871,200,97.29032258,22.58064516,-74.19354839,-354.8387097,-1000,935.483871,-741.9354839,-354.8387097,32.25806452
441,148.6451613,39.51612903,33.09677419,87.09677419,9.677419355,612.9032258,548.3870968,-419.3548387,-290.3225806,935.483871,-612.9032258
442,116.5483871,110.1290323,116.5483871,61.29032258,-48.38709677,-225.8064516,225.8064516,741.9354839,-161.2903226,-548.3870968,1000
443,52.35483871,39.51612903,45.93548387,-41.93548387,87.09677419,354.8387097,-1000,-32.25806452,870.9677419,32.25806452,677.4193548
444,39.51612903,84.4516129,97.29032258,41.93548387,-48.38709677,-483.8709677,-419.3548387,-96.77419355,-32.25806452,-870.9677419,354.8387097
445,174.3225806,187.1612903,97.29032258,-41.93548387,74.19354839,-32.25806452,-870.9677419,-290.3225806,419.3548387,-419.3548387,1000
446,110.1290323,155.0645161,167.9032258,22.58064516,100,-677.4193548,-225.8064516,-677.4193548,548.3870968,-612.9032258,-870.9677419
447,26.67741935,97.29032258,45.93548387,-29.03225806,-35.48387097,161.2903226,806.4516129,-1000,612.9032258,806.4516129,870.9677419
448,65.19354839,200,122.9677419,-22.58064516,35.48387097,-806.4516129,161.2903226,-225.8064516,32.25806452,419.3548387,483.8709677
449,148.6451613,20.25806452,180.7419355,-9.677419355,-48.38709677,-870.9677419,-870.9677419,806.4516129,806.4516129,-677.4193548,-96.77419355
450,1,58.77419355,71.61290323,22.58064516,-48.38709677,225.8064516,-677.4193548,-419.3548387,96.77419355,483.8709677,-419.3548387
451,78.03225806,33.09677419,161.483871,74.19354839,74.19354839,741.9354839,-612.9032258,1000,-161.2903226,-225.8064516,-32.25806452
452,1,71.61290323,90.87096774,61.29032258,29.03225806,-354.8387097,32.25806452,-1000,-32.25806452,-32.25806452,-548.3870968
453,187.1612903,103.7096774,58.77419355,3.225806452,-100,741.9354839,483.8709677,96.77419355,935.483871,-806.4516129,483.8709677
454,142.2258065,84.4516129,78.03225806,80.64516129,-22.58064516,-96.77419355,-290.3225806,612.9032258,-935.483871,354.8387097,677.4193548
455,174.3225806,122.9677419,135.8064516,80.64516129,16.12903226,-483.8709677,935.483871,-677.4193548,-483.8709677,-1000,-677.4193548
456,135.8064516,161.483871,155.0645161,-87.09677419,-87.09677419,677.4193548,-161.2903226,354.8387097,870.9677419,1000,225.8064516
457,20.25806452,200,174.3225806,41.93548387,100,483.8709677,-161.2903226,-354.8387097,225.8064516,-483.8709677,677.4193548
458,155.0645161,103.7096774,71.61290323,35.48387097,-9.677419355,677.4193548,290.3225806,-161.2903226,-225.8064516,161.2903226,-1000
459,193.5806452,7.419354839,193.5806452,61.29032258,87.09677419,-677.4193548,-483.8709677,548.3870968,-548.3870968,-870.9677419,-677.4193548
460,200,129.3870968,135.8064516,-16.12903226,74.19354839,935.483871,548.3870968,290.3225806,354.8387097,419.3548387,612.9032258
461,187.1612903,180.7419355,103.7096774,9.677419355,-22.58064516,-483.8709677,161.2903226,677.4193548,806.4516129,-483.8709677,-161.2903226
462,78.03225806,84.4516129,71.61290323,48.38709677,41.93548387,-1000,161.2903226,32.25806452,1000,-96.77419355,-612.9032258
463,167.9032258,1,33.09677419,-80.64516129,-48.38709677,-419.3548387,1000,-354.8387097,1000,32.25806452,483.8709677
464,103.7096774,33.09677419,129.3870968,-61.29032258,3.225806452,-870.9677419,-32.25806452,-161.2903226,612.9032258,-483.8709677,-870.9677419
465,110.1290323,84.4516129,187.1612903,-35.48387097,-80.64516129,870.9677419,-612.9032258,548.3870968,-677.4193548,96.77419355,935.483871
466,33.09677419,129.3870968,7.419354839,-100,61.29032258,354.8387097,-290.3225806,741.9354839,-612.9032258,-354.8387097,-290.3225806
467,148.6451613,65.19354839,26.67741935,100,87.09677419,161.2903226,-419.3548387,-677.4193548,741.9354839,870.9677419,1000
468,7.419354839,174.3225806,52.35483871,-9.677419355,-41.93548387,-806.4516129,935.483871,32.25806452,225.8064516,548.3870968,-354.8387097
469,148.6451613,116.5483871,110.1290323,-67.74193548,48.38709677,935.483871,354.8387097,-290.3225806,-1000,-354.8387097,-677.4193548
470,33.09677419,103.7096774,200,-35.48387097,-41.93548387,483.8709677,-870.9677419,-806.4516129,-354.8387097,1000,-548.3870968
471,39.51612903,155.0645161,1,87.09677419,80.64516129,-225.8064516,-1000,483.8709677,677.4193548,612.9032258,483.8709677
472,135.8064516,71.61290323,180.7419355,-80.64516129,-22.58064516,-161.2903226,-677.4193548,-32.25806452,-290.3225806,741.9354839,-225.8064516
473,20.25806452,20.25806452,193.5806452,48.38709677,9.677419355,677.4193548,1000,161.2903226,548.3870968,-354.8387097,1000
474,122.9677419,52.35483871,110.1290323,67.74193548,-3.225806452,-96.77419355,96.77419355,677.4193548,-548.3870968,-935.483871,290.3225806
475,1,13.83870968,155.0645161,3.225806452,41.93548387,483.8709677,-419.3548387,-290.3225806,-741.9354839,-741.9354839,806.4516129
476,180.7419355,84.4516129,180.7419355,74.19354839,87.09677419,1000,806.4516129,-548.3870968,96.77419355,-483.8709677,806.4516129
477,167.9032258,193.5806452,110.1290323,-48.38709677,41.93548387,354.8387097,612.9032258,-870.9677419,612.9032258,-225.8064516,-225.8064516
478,142.2258065,90.87096774,193.5806452,29.03225806,-54.83870968,354.8387097,161.2903226,354.8387097,-806.4516129,548.3870968,870.9677419
479,65.19354839,174.3225806,13.83870968,87.09677419,41.93548387,225.8064516,806.4516129,677.4193548,290.3225806,161.2903226,1000
480,90.87096774,148.6451613,200,16.12903226,-67.74193548,32.25806452,-290.3225806,-419.3548387,32.25806452,-677.4193548,-935.483871
481,180.7419355,200,45.93548387,-54.83870968,-9.677419355,-935.483871,32.25806452,-741.9354839,-419.3548387,612.9032258,-677.4193548
482,103.7096774,135.8064516,84.4516129,54.83870968,-22.58064516,-935.483871,-225.8064516,-1000,-806.4516129,32.25806452,-419.3548387
483,26.67741935,1,58.77419355,100,93.5483871,870.9677419,290.3225806,290.3225806,-870.9677419,-225.8064516,96.77419355
484,1,33.09677419,1,35.48387097,-74.19354839,-419.3548387,354.8387097,-677.4193548,870.9677419,290.3225806,612.9032258
485,78.03225806,71.61290323,122.9677419,-100,-16.12903226,-612.9032258,-161.2903226,-548.3870968,290.3225806,-935.483871,-935.483871
486,58.77419355,174.3225806,65.19354839,41.93548387,29.03225806,354.8387097,-354.8387097,225.8064516,-161.2903226,935.483871,-870.9677419
487,116.5483871,1,13.83870968,-35.48387097,-22.58064516,-290.3225806,677.4193548,-161.2903226,161.2903226,-806.4516129,-677.4193548
488,200,148.6451613,116.5483871,-87.09677419,-9.677419355,-548.3870968,741.9354839,935.483871,741.9354839,96.77419355,-354.8387097
489,13.83870968,45.93548387,65.19354839,67.74193548,61.29032258,-483.8709677,-1000,-870.9677419,96.77419355,-96.77419355,1000
490,103.7096774,71.61290323,110.1290323,-22.58064516,-100,-32.25806452,548.3870968,-741.9354839,225.8064516,1000,-806.4516129
491,39.51612903,148.6451613,135.8064516,-3.225806452,-22.58064516,-32.25806452,354.8387097,-870.9677419,-225.8064516,548.3870968,32.25806452
492,142.2258065,142.2258065,58.77419355,-54.83870968,-87.09677419,548.3870968,-741.9354839,-677.4193548,1000,161.2903226,741.9354839
493,200,13.83870968,193.5806452,-54.83870968,61.29032258,-354.8387097,-548.3870968,-96.77419355,225.8064516,-677.4193548,161.2903226
494,142.2258065,116.5483871,97.29032258,-3.225806452,-100,-1000,806.4516129,-419.3548387,483.8709677,-32.25806452,-225.8064516
495,103.7096774,200,26.67741935,-93.5483871,-67.74193548,-483.8709677,-677.4193548,32.25806452,-677.4193548,935.483871,-1000
496,58.77419355,65.19354839,20.25806452,61.29032258,-16.12903226,870.9677419,548.3870968,354.8387097,548.3870968,806.4516129,354.8387097
497,174.3225806,33.09677419,174.3225806,-54.83870968,9.677419355,96.77419355,-806.4516129,612.9032258,32.25806452,-806.4516129,32.25806452
498,65.19354839,84.4516129,142.2258065,-9.677419355,48.38709677,-612.9032258,-483.8709677,-677.4193548,-612.9032258,1000,96.77419355
499,161.483871,20.25806452,155.0645161,61.29032258,-54.83870968,225.8064516,354.8387097,-32.25806452,-870.9677419,-483.8709677,483.8709677
500,39.51612903,116.5483871,78.03225806,-41.93548387,-67.74193548,741.9354839,-483.8709677,419.3548387,-483.8709677,290.3225806,-612.9032258
501,84.4516129,142.2258065,13.83870968,74.19354839,-48.38709677,-1000,-548.3870968,161.2903226,-96.77419355,-741.9354839,612.9032258
502,193.5806452,167.9032258,187.1612903,35.48387097,100,-225.8064516,612.9032258,935.483871,1000,354.8387097,-161.2903226
503,155.0645161,167.9032258,39.51612903,-41.93548387,16.12903226,-612.9032258,225.8064516,-225.8064516,225.8064516,-161.2903226,870.9677419
504,58.77419355,71.61290323,200,29.03225806,93.5483871,-806.4516129,870.9677419,-870.9677419,677.4193548,-548.3870968,-419.3548387
505,180.7419355,20.25806452,84.4516129,100,-100,806.4516129,-677.4193548,612.9032258,-354.8387097,548.3870968,290.3225806
506,78.03225806,148.6451613,142.2258065,87.09677419,-74.19354839,-806.4516129,-935.483871,-741.9354839,548.3870968,-32.25806452,870.9677419
507,26.67741935,116.5483871,1,41.93548387,-9.677419355,-32.25806452,-548.3870968,806.4516129,96.77419355,-612.9032258,419.3548387
508,116.5483871,180.7419355,155.0645161,-22.58064516,48.38709677,1000,-612.9032258,-870.9677419,354.8387097,-870.9677419,-870.9677419
509,135.8064516,58.77419355,103.7096774,-9.677419355,80.64516129,612.9032258,32.25806452,935.483871,-483.8709677,-806.4516129,548.3870968
510,52.35483871,180.7419355,71.61290323,3.225806452,29.03225806,-935.483871,935.483871,-548.3870968,612.9032258,677.4193548,-96.77419355
511,90.87096774,84.4516129,129.3870968,-48.38709677,-100,96.77419355,419.3548387,935.483871,-870.9677419,161.2903226,-419.3548387
512,78.03225806,110.1290323,187.1612903,-22.58064516,-9.677419355,225.8064516,-806.4516129,-290.3225806,-612.9032258,548.3870968,-225.8064516
513,103.7096774,148.6451613,58.77419355,-9.677419355,67.74193548,225.8064516,677.4193548,-548.3870968,419.3548387,419.3548387,354.8387097
514,45.93548387,84.4516129,167.9032258,61.29032258,61.29032258,612.9032258,-354.8387097,290.3225806,32.25806452,225.8064516,-741.9354839
515,155.0645161,148.6451613,148.6451613,-93.5483871,-35.48387097,806.4516129,483.8709677,-935.483871,-548.3870968,-1000,1000
516,45.93548387,103.7096774,122.9677419,-61.29032258,-48.38709677,-548.3870968,612.9032258,-677.4193548,-677.4193548,-354.8387097,-483.8709677
517,71.61290323,7.419354839,26.67741935,54.83870968,16.12903226,-806.4516129,-161.2903226,-483.8709677,-1000,483.8709677,-483.8709677
518,167.9032258,52.35483871,52.35483871,22.58064516,35.48387097,-1000,354.8387097,290.3225806,-354.8387097,-1000,870.9677419
519,20.25806452,33.09677419,167.9032258,100,48.38709677,-354.8387097,612.9032258,483.8709677,483.8709677,935.483871,870.9677419
520,90.87096774,129.3870968,167.9032258,87.09677419,22.58064516,483.8709677,96.77419355,225.8064516,935.483871,-161.2903226,354.8387097
521,65.19354839,45.93548387,116.5483871,48.38709677,-74.19354839,354.8387097,-806.4516129,-548.3870968,-290.3225806,-677.4193548,-677.4193548
522,52.35483871,71.61290323,155.0645161,22.58064516,-61.29032258,96.77419355,-290.3225806,806.4516129,1000,548.3870968,161.2903226
523,122.9677419,13.83870968,71.61290323,-22.58064516,100,-548.3870968,225.8064516,612.9032258,-1000,225.8064516,612.9032258
524,71.61290323,116.5483871,39.51612903,29.03225806,67.74193548,483.8709677,-1000,-677.4193548,-870.9677419,354.8387097,-1000
525,193.5806452,200,65.19354839,54.83870968,-100,-96.77419355,935.483871,483.8709677,741.9354839,-161.2903226,-32.25806452
526,142.2258065,110.1290323,142.2258065,100,3.225806452,1000,-96.77419355,870.9677419,-677.4193548,290.3225806,354.8387097
527,148.6451613,200,103.7096774,-80.64516129,29.03225806,-677.4193548,-935.483871,-612.9032258,354.8387097,-741.9354839,935.483871
528,187.1612903,129.3870968,97.29032258,74.19354839,-87.09677419,96.77419355,677.4193548,-870.9677419,225.8064516,-612.9032258,-741.9354839
529,174.3225806,142.2258065,122.9677419,-80.64516129,-74.19354839,-96.77419355,290.3225806,96.77419355,612.9032258,-870.9677419,-548.3870968
530,167.9032258,200,180.7419355,-3.225806452,9.677419355,419.3548387,677.4193548,741.9354839,-870.9677419,806.4516129,612.9032258
531,103.7096774,7.419354839,71.61290323,67.74193548,48.38709677,-741.9354839,806.4516129,225.8064516,-290.3225806,354.8387097,483.8709677
532,122.9677419,26.67741935,7.419354839,-9.677419355,-87.09677419,483.8709677,-677.4193548,290.3225806,612.9032258,32.25806452,1000
533,52.35483871,20.25806452,135.8064516,-35.48387097,-74.19354839,290.3225806,870.9677419,1000,225.8064516,806.4516129,-1000
534,110.1290323,65.19354839,97.29032258,-80.64516129,54.83870968,290.3225806,96.77419355,-483.8709677,-806.4516129,1000,612.9032258
535,13.83870968,200,200,3.225806452,74.19354839,-612.9032258,290.3225806,225.8064516,161.2903226,548.3870968,741.9354839
536,58.77419355,13.83870968,110.1290323,80.64516129,-9.677419355,1000,-870.9677419,161.2903226,32.25806452,32.25806452,-32.25806452
537,97.29032258,167.9032258,90.87096774,16.12903226,87.09677419,-419.3548387,677.4193548,-612.9032258,-290.3225806,-935.483871,-32.25806452
538,33.09677419,200,39.51612903,-48.38709677,-16.12903226,612.9032258,806.4516129,-290.3225806,-548.3870968,741.9354839,-870.9677419
539,71.61290323,129.3870968,193.5806452,-80.64516129,-100,-548.3870968,-741.9354839,-225.8064516,806.4516129,-419.3548387,32.25806452
540,122.9677419,148.6451613,161.483871,-48.38709677,35.48387097,-354.8387097,-32.25806452,806.4516129,-677.4193548,-548.3870968,-161.2903226
541,13.83870968,155.0645161,97.29032258,48.38709677,-22.58064516,935.483871,419.3548387,-741.9354839,612.9032258,-161.2903226,-1000
542,180.7419355,1,135.8064516,16.12903226,-16.12903226,677.4193548,161.2903226,483.8709677,-161.2903226,96.77419355,161.2903226
543,26.67741935,122.9677419,161.483871,-100,-41.93548387,-741.9354839,-935.483871,-161.2903226,-806.4516129,483.8709677,-741.9354839
544,52.35483871,52.35483871,122.9677419,41.93548387,16.12903226,612.9032258,1000,32.25806452,741.9354839,1000,-225.8064516
545,97.29032258,20.25806452,200,-22.58064516,-87.09677419,-225.8064516,-32.25806452,32.25806452,-548.3870968,290.3225806,870.9677419
546,155.0645161,52.35483871,45.93548387,80.64516129,74.19354839,290.3225806,677.4193548,483.8709677,-677.4193548,-483.8709677,-612.9032258
547,97.29032258,180.7419355,26.67741935,-61.29032258,-9.677419355,-677.4193548,548.3870968,741.9354839,1000,-32.25806452,290.3225806
548,39.51612903,90.87096774,71.61290323,100,-61.29032258,-870.9677419,32.25806452,-935.483871,-741.9354839,-290.3225806,-741.9354839
549,65.19354839,155.0645161,90.87096774,67.74193548,67.74193548,32.25806452,1000,548.3870968,354.8387097,-419.3548387,-806.4516129
550,122.9677419,1,45.93548387,74.19354839,-74.19354839,935.483871,-225.8064516,-935.483871,-935.483871,935.483871,-354.8387097
551,200,110.1290323,7.419354839,-29.03225806,-74.19354839,806.4516129,-354.8387097,-483.8709677,-225.8064516,-483.8709677,225.8064516
552,193.5806452,26.67741935,20.25806452,-87.09677419,9.677419355,-32.25806452,-225.8064516,-32.25806452,-677.4193548,677.4193548,870.9677419
553,84.4516129,39.51612903,116.5483871,22.58064516,-22.58064516,-806.4516129,1000,-935.483871,-419.3548387,290.3225806,806.4516129
554,7.419354839,84.4516129,58.77419355,87.09677419,-61.29032258,-32.25806452,-677.4193548,-225.8064516,870.9677419,-935.483871,-548.3870968
555,52.35483871,90.87096774,110.1290323,48.38709677,22.58064516,-161.2903226,-161.2903226,-806.4516129,161.2903226,-1000,548.3870968
556,13.83870968,97.29032258,122.9677419,22.58064516,54.83870968,806.4516129,-483.8709677,1000,419.3548387,677.4193548,-741.9354839
557,39.51612903,65.19354839,187.1612903,80.64516129,-100,-935.483871,-161.2903226,806.4516129,419.3548387,-741.9354839,870.9677419
558,1,78.03225806,39.51612903,-22.58064516,-41.93548387,-935.483871,741.9354839,290.3225806,1000,935.483871,354.8387097
559,71.61290323,45.93548387,187.1612903,93.5483871,3.225806452,-290.3225806,225.8064516,-354.8387097,-96.77419355,870.9677419,-741.9354839
560,122.9677419,155.0645161,129.3870968,9.677419355,-67.74193548,225.8064516,-419.3548387,-612.9032258,1000,-225.8064516,870.9677419
561,52.35483871,1,84.4516129,-61.29032258,67.74193548,-741.9354839,354.8387097,935.483871,32.25806452,-612.9032258,1000
562,33.09677419,180.7419355,52.35483871,67.74193548,-29.03225806,161.2903226,-741.9354839,935.483871,-677.4193548,32.25806452,161.2903226
563,13.83870968,58.77419355,161.483871,-87.09677419,22.58064516,32.25806452,612.9032258,-548.3870968,-1000,806.4516129,32.25806452
564,1,39.51612903,13.83870968,-61.29032258,-80.64516129,290.3225806,-870.9677419,419.3548387,-548.3870968,-161.2903226,-225.8064516
565,52.35483871,26.67741935,26.67741935,87.09677419,-29.03225806,548.3870968,-483.8709677,612.9032258,-161.2903226,-419.3548387,-354.8387097
566,174.3225806,161.483871,71.61290323,-74.19354839,-93.5483871,870.9677419,870.9677419,-1000,741.9354839,-354.8387097,-161.2903226
567,135.8064516,174.3225806,97.29032258,35.48387097,3.225806452,483.8709677,1000,741.9354839,32.25806452,-1000,-612.9032258
568,174.3225806,1,26.67741935,-29.03225806,-61.29032258,483.8709677,612.9032258,161.2903226,-548.3870968,612.9032258,-935.483871
569,200,71.61290323,78.03225806,48.38709677,87.09677419,483.8709677,290.3225806,-935.483871,483.8709677,483.8709677,935.483871
570,122.9677419,122.9677419,167.9032258,-3.225806452,-29.03225806,-935.483871,161.2903226,-290.3225806,96.77419355,-870.9677419,-1000
571,58.77419355,26.67741935,58.77419355,9.677419355,87.09677419,-935.483871,1000,-419.3548387,-612.9032258,225.8064516,290.3225806
572,155.0645161,78.03225806,161.483871,100,61.29032258,-32.25806452,935.483871,677.4193548,-935.483871,32.25806452,-225.8064516
573,20.25806452,13.83870968,20.25806452,-67.74193548,87.09677419,-741.9354839,-612.9032258,-225.8064516,612.9032258,1000,-612.9032258
574,78.03225806,1,78.03225806,-93.5483871,35.48387097,354.8387097,806.4516129,-677.4193548,806.4516129,-870.9677419,-741.9354839
575,58.77419355,1,174.3225806,35.48387097,74.19354839,-483.8709677,-32.25806452,-806.4516129,935.483871,677.4193548,-225.8064516
576,174.3225806,155.0645161,13.83870968,3.225806452,-9.677419355,612.9032258,-32.25806452,1000,-354.8387097,-96.77419355,935.483871
577,129.3870968,97.29032258,13.83870968,67.74193548,16.12903226,-225.8064516,-612.9032258,806.4516129,-870.9677419,225.8064516,32.25806452
578,84.4516129,180.7419355,135.8064516,-93.5483871,-41.93548387,-870.9677419,-354.8387097,612.9032258,290.3225806,-354.8387097,548.3870968
579,13.83870968,193.5806452,187.1612903,-16.12903226,-67.74193548,483.8709677,806.4516129,-32.25806452,-935.483871,-806.4516129,-419.3548387
580,155.0645161,116.5483871,200,54.83870968,9.677419355,-290.3225806,-935.483871,290.3225806,806.4516129,-935.483871,-354.8387097
581,45.93548387,45.93548387,110.1290323,-41.93548387,29.03225806,870.9677419,-225.8064516,870.9677419,1000,-483.8709677,-935.483871
582,90.87096774,116.5483871,148.6451613,-100,-22.58064516,-548.3870968,-806.4516129,-806.4516129,-161.2903226,806.4516129,-806.4516129
583,167.9032258,26.67741935,116.5483871,-35.48387097,-100,161.2903226,-32.25806452,677.4193548,-96.77419355,935.483871,225.8064516
584,78.03225806,97.29032258,129.3870968,-35.48387097,-29.03225806,419.3548387,290.3225806,419.3548387,-1000,-548.3870968,806.4516129
585,116.5483871,71.61290323,71.61290323,80.64516129,9.677419355,161.2903226,-548.3870968,-354.8387097,-419.3548387,419.3548387,96.77419355
586,7.419354839,142.2258065,78.03225806,-74.19354839,-9.677419355,32.25806452,-161.2903226,290.3225806,-290.3225806,-161.2903226,-870.9677419
587,135.8064516,103.7096774,1,-100,93.5483871,-96.77419355,-483.8709677,-483.8709677,-741.9354839,935.483871,-161.2903226
588,116.5483871,13.83870968,97.29032258,29.03225806,-41.93548387,548.3870968,290.3225806,483.8709677,806.4516129,806.4516129,419.3548387
589,180.7419355,135.8064516,7.419354839,-22.58064516,29.03225806,-483.8709677,612.9032258,-32.25806452,548.3870968,161.2903226,548.3870968
590,65.19354839,167.9032258,155.0645161,93.5483871,-80.64516129,419.3548387,-225.8064516,-419.3548387,-354.8387097,-354.8387097,-96.77419355
591,39.51612903,187.1612903,148.6451613,16.12903226,48.38709677,-161.2903226,935.483871,-161.2903226,1000,-548.3870968,-548.3870968
592,65.19354839,90.87096774,135.8064516,-48.38709677,100,-935.483871,-612.9032258,-32.25806452,-96.77419355,-161.2903226,419.3548387
593,103.7096774,161.483871,116.5483871,41.93548387,41.93548387,32.25806452,-483.8709677,870.9677419,806.4516129,741.9354839,612.9032258
594,187.1612903,20.25806452,167.9032258,67.74193548,-61.29032258,870.9677419,419.3548387,-612.9032258,-96.77419355,1000,-677.4193548
